harbor\harbor62.tif,10
harbor\harbor80.tif,10
agricultural\agricultural42.tif,0
chaparral\chaparral13.tif,5
denseresidential\denseresidential36.tif,6
overpass\overpass62.tif,14
denseresidential\denseresidential21.tif,6
agricultural\agricultural52.tif,0
baseballdiamond\baseballdiamond01.tif,2
intersection\intersection28.tif,11
forest\forest62.tif,7
storagetanks\storagetanks86.tif,19
denseresidential\denseresidential30.tif,6
intersection\intersection00.tif,11
sparseresidential\sparseresidential57.tif,18
baseballdiamond\baseballdiamond14.tif,2
river\river59.tif,16
river\river03.tif,16
storagetanks\storagetanks71.tif,19
mediumresidential\mediumresidential75.tif,12
storagetanks\storagetanks58.tif,19
storagetanks\storagetanks62.tif,19
buildings\buildings03.tif,4
freeway\freeway22.tif,8
chaparral\chaparral85.tif,5
airplane\airplane12.tif,1
freeway\freeway89.tif,8
buildings\buildings34.tif,4
runway\runway02.tif,17
airplane\airplane91.tif,1
runway\runway89.tif,17
parkinglot\parkinglot57.tif,15
intersection\intersection60.tif,11
storagetanks\storagetanks49.tif,19
intersection\intersection10.tif,11
harbor\harbor44.tif,10
tenniscourt\tenniscourt27.tif,20
forest\forest75.tif,7
intersection\intersection23.tif,11
mobilehomepark\mobilehomepark78.tif,13
overpass\overpass78.tif,14
harbor\harbor21.tif,10
beach\beach01.tif,3
forest\forest51.tif,7
denseresidential\denseresidential15.tif,6
intersection\intersection69.tif,11
baseballdiamond\baseballdiamond70.tif,2
beach\beach04.tif,3
harbor\harbor39.tif,10
freeway\freeway31.tif,8
overpass\overpass73.tif,14
beach\beach59.tif,3
baseballdiamond\baseballdiamond98.tif,2
intersection\intersection45.tif,11
tenniscourt\tenniscourt62.tif,20
parkinglot\parkinglot50.tif,15
agricultural\agricultural67.tif,0
chaparral\chaparral65.tif,5
agricultural\agricultural87.tif,0
beach\beach60.tif,3
airplane\airplane36.tif,1
overpass\overpass28.tif,14
golfcourse\golfcourse98.tif,9
parkinglot\parkinglot10.tif,15
chaparral\chaparral11.tif,5
denseresidential\denseresidential84.tif,6
baseballdiamond\baseballdiamond09.tif,2
mediumresidential\mediumresidential74.tif,12
golfcourse\golfcourse38.tif,9
buildings\buildings77.tif,4
tenniscourt\tenniscourt46.tif,20
mediumresidential\mediumresidential19.tif,12
agricultural\agricultural75.tif,0
denseresidential\denseresidential80.tif,6
baseballdiamond\baseballdiamond42.tif,2
agricultural\agricultural05.tif,0
agricultural\agricultural82.tif,0
mediumresidential\mediumresidential04.tif,12
parkinglot\parkinglot61.tif,15
river\river86.tif,16
buildings\buildings18.tif,4
chaparral\chaparral03.tif,5
freeway\freeway88.tif,8
airplane\airplane60.tif,1
chaparral\chaparral38.tif,5
freeway\freeway79.tif,8
agricultural\agricultural26.tif,0
river\river08.tif,16
golfcourse\golfcourse64.tif,9
buildings\buildings81.tif,4
freeway\freeway38.tif,8
agricultural\agricultural45.tif,0
denseresidential\denseresidential27.tif,6
intersection\intersection89.tif,11
golfcourse\golfcourse50.tif,9
golfcourse\golfcourse67.tif,9
chaparral\chaparral07.tif,5
baseballdiamond\baseballdiamond85.tif,2
airplane\airplane63.tif,1
harbor\harbor77.tif,10
harbor\harbor07.tif,10
intersection\intersection47.tif,11
forest\forest77.tif,7
overpass\overpass69.tif,14
parkinglot\parkinglot41.tif,15
freeway\freeway39.tif,8
mediumresidential\mediumresidential64.tif,12
intersection\intersection02.tif,11
agricultural\agricultural57.tif,0
mobilehomepark\mobilehomepark25.tif,13
harbor\harbor34.tif,10
harbor\harbor33.tif,10
freeway\freeway20.tif,8
overpass\overpass10.tif,14
runway\runway80.tif,17
chaparral\chaparral51.tif,5
chaparral\chaparral88.tif,5
freeway\freeway57.tif,8
forest\forest27.tif,7
tenniscourt\tenniscourt69.tif,20
airplane\airplane61.tif,1
tenniscourt\tenniscourt30.tif,20
airplane\airplane21.tif,1
baseballdiamond\baseballdiamond58.tif,2
sparseresidential\sparseresidential98.tif,18
overpass\overpass75.tif,14
tenniscourt\tenniscourt31.tif,20
buildings\buildings31.tif,4
airplane\airplane39.tif,1
baseballdiamond\baseballdiamond60.tif,2
overpass\overpass46.tif,14
harbor\harbor30.tif,10
sparseresidential\sparseresidential42.tif,18
river\river53.tif,16
runway\runway16.tif,17
mobilehomepark\mobilehomepark83.tif,13
sparseresidential\sparseresidential49.tif,18
intersection\intersection12.tif,11
tenniscourt\tenniscourt89.tif,20
beach\beach89.tif,3
storagetanks\storagetanks47.tif,19
freeway\freeway13.tif,8
chaparral\chaparral82.tif,5
parkinglot\parkinglot47.tif,15
intersection\intersection75.tif,11
denseresidential\denseresidential35.tif,6
mobilehomepark\mobilehomepark06.tif,13
beach\beach03.tif,3
beach\beach37.tif,3
chaparral\chaparral28.tif,5
intersection\intersection77.tif,11
buildings\buildings95.tif,4
sparseresidential\sparseresidential03.tif,18
storagetanks\storagetanks78.tif,19
denseresidential\denseresidential51.tif,6
runway\runway98.tif,17
baseballdiamond\baseballdiamond11.tif,2
harbor\harbor75.tif,10
parkinglot\parkinglot32.tif,15
parkinglot\parkinglot63.tif,15
airplane\airplane11.tif,1
denseresidential\denseresidential75.tif,6
beach\beach54.tif,3
baseballdiamond\baseballdiamond34.tif,2
mediumresidential\mediumresidential16.tif,12
mediumresidential\mediumresidential82.tif,12
freeway\freeway51.tif,8
intersection\intersection74.tif,11
agricultural\agricultural50.tif,0
airplane\airplane49.tif,1
tenniscourt\tenniscourt44.tif,20
intersection\intersection63.tif,11
golfcourse\golfcourse68.tif,9
mobilehomepark\mobilehomepark72.tif,13
mediumresidential\mediumresidential01.tif,12
harbor\harbor93.tif,10
airplane\airplane96.tif,1
intersection\intersection24.tif,11
golfcourse\golfcourse90.tif,9
overpass\overpass83.tif,14
chaparral\chaparral41.tif,5
airplane\airplane38.tif,1
runway\runway44.tif,17
parkinglot\parkinglot83.tif,15
baseballdiamond\baseballdiamond25.tif,2
sparseresidential\sparseresidential46.tif,18
harbor\harbor84.tif,10
parkinglot\parkinglot09.tif,15
freeway\freeway56.tif,8
chaparral\chaparral43.tif,5
mobilehomepark\mobilehomepark37.tif,13
freeway\freeway64.tif,8
agricultural\agricultural06.tif,0
tenniscourt\tenniscourt88.tif,20
buildings\buildings09.tif,4
baseballdiamond\baseballdiamond00.tif,2
sparseresidential\sparseresidential28.tif,18
runway\runway37.tif,17
buildings\buildings45.tif,4
runway\runway34.tif,17
parkinglot\parkinglot19.tif,15
freeway\freeway28.tif,8
harbor\harbor01.tif,10
mediumresidential\mediumresidential31.tif,12
sparseresidential\sparseresidential02.tif,18
mediumresidential\mediumresidential93.tif,12
agricultural\agricultural51.tif,0
freeway\freeway01.tif,8
mobilehomepark\mobilehomepark28.tif,13
river\river38.tif,16
intersection\intersection79.tif,11
intersection\intersection90.tif,11
chaparral\chaparral09.tif,5
sparseresidential\sparseresidential55.tif,18
golfcourse\golfcourse07.tif,9
mediumresidential\mediumresidential28.tif,12
river\river49.tif,16
overpass\overpass34.tif,14
denseresidential\denseresidential19.tif,6
harbor\harbor61.tif,10
mediumresidential\mediumresidential40.tif,12
river\river99.tif,16
sparseresidential\sparseresidential63.tif,18
golfcourse\golfcourse01.tif,9
freeway\freeway72.tif,8
beach\beach91.tif,3
runway\runway90.tif,17
runway\runway88.tif,17
tenniscourt\tenniscourt75.tif,20
river\river09.tif,16
parkinglot\parkinglot07.tif,15
storagetanks\storagetanks79.tif,19
river\river34.tif,16
golfcourse\golfcourse12.tif,9
runway\runway52.tif,17
harbor\harbor02.tif,10
airplane\airplane86.tif,1
denseresidential\denseresidential16.tif,6
sparseresidential\sparseresidential81.tif,18
sparseresidential\sparseresidential33.tif,18
parkinglot\parkinglot02.tif,15
parkinglot\parkinglot26.tif,15
chaparral\chaparral47.tif,5
agricultural\agricultural69.tif,0
runway\runway56.tif,17
mobilehomepark\mobilehomepark13.tif,13
tenniscourt\tenniscourt51.tif,20
denseresidential\denseresidential81.tif,6
mobilehomepark\mobilehomepark36.tif,13
beach\beach75.tif,3
forest\forest50.tif,7
storagetanks\storagetanks30.tif,19
harbor\harbor67.tif,10
freeway\freeway82.tif,8
parkinglot\parkinglot08.tif,15
baseballdiamond\baseballdiamond61.tif,2
tenniscourt\tenniscourt45.tif,20
forest\forest87.tif,7
agricultural\agricultural11.tif,0
harbor\harbor48.tif,10
agricultural\agricultural12.tif,0
river\river28.tif,16
intersection\intersection30.tif,11
parkinglot\parkinglot90.tif,15
mobilehomepark\mobilehomepark59.tif,13
parkinglot\parkinglot01.tif,15
overpass\overpass87.tif,14
beach\beach05.tif,3
mobilehomepark\mobilehomepark56.tif,13
buildings\buildings90.tif,4
baseballdiamond\baseballdiamond41.tif,2
golfcourse\golfcourse05.tif,9
agricultural\agricultural03.tif,0
sparseresidential\sparseresidential35.tif,18
runway\runway78.tif,17
runway\runway38.tif,17
tenniscourt\tenniscourt96.tif,20
golfcourse\golfcourse21.tif,9
sparseresidential\sparseresidential09.tif,18
runway\runway48.tif,17
golfcourse\golfcourse53.tif,9
forest\forest49.tif,7
beach\beach11.tif,3
overpass\overpass91.tif,14
intersection\intersection88.tif,11
storagetanks\storagetanks56.tif,19
river\river67.tif,16
baseballdiamond\baseballdiamond94.tif,2
forest\forest43.tif,7
baseballdiamond\baseballdiamond15.tif,2
chaparral\chaparral62.tif,5
beach\beach84.tif,3
freeway\freeway53.tif,8
beach\beach80.tif,3
airplane\airplane41.tif,1
mediumresidential\mediumresidential51.tif,12
mobilehomepark\mobilehomepark74.tif,13
mobilehomepark\mobilehomepark42.tif,13
forest\forest42.tif,7
beach\beach44.tif,3
runway\runway28.tif,17
mobilehomepark\mobilehomepark27.tif,13
baseballdiamond\baseballdiamond43.tif,2
harbor\harbor43.tif,10
sparseresidential\sparseresidential47.tif,18
tenniscourt\tenniscourt19.tif,20
buildings\buildings52.tif,4
forest\forest16.tif,7
mobilehomepark\mobilehomepark51.tif,13
airplane\airplane50.tif,1
forest\forest22.tif,7
airplane\airplane09.tif,1
parkinglot\parkinglot24.tif,15
mediumresidential\mediumresidential03.tif,12
mediumresidential\mediumresidential36.tif,12
mobilehomepark\mobilehomepark85.tif,13
buildings\buildings01.tif,4
mediumresidential\mediumresidential25.tif,12
forest\forest18.tif,7
chaparral\chaparral78.tif,5
overpass\overpass33.tif,14
tenniscourt\tenniscourt58.tif,20
river\river25.tif,16
mobilehomepark\mobilehomepark73.tif,13
river\river57.tif,16
intersection\intersection33.tif,11
parkinglot\parkinglot28.tif,15
airplane\airplane46.tif,1
chaparral\chaparral67.tif,5
river\river72.tif,16
forest\forest78.tif,7
storagetanks\storagetanks70.tif,19
golfcourse\golfcourse41.tif,9
overpass\overpass39.tif,14
freeway\freeway96.tif,8
airplane\airplane15.tif,1
storagetanks\storagetanks10.tif,19
chaparral\chaparral57.tif,5
beach\beach06.tif,3
overpass\overpass26.tif,14
buildings\buildings39.tif,4
chaparral\chaparral94.tif,5
forest\forest68.tif,7
mediumresidential\mediumresidential46.tif,12
parkinglot\parkinglot48.tif,15
sparseresidential\sparseresidential15.tif,18
golfcourse\golfcourse82.tif,9
river\river37.tif,16
river\river47.tif,16
buildings\buildings30.tif,4
golfcourse\golfcourse06.tif,9
chaparral\chaparral73.tif,5
intersection\intersection08.tif,11
storagetanks\storagetanks11.tif,19
storagetanks\storagetanks13.tif,19
golfcourse\golfcourse80.tif,9
baseballdiamond\baseballdiamond52.tif,2
golfcourse\golfcourse78.tif,9
river\river51.tif,16
golfcourse\golfcourse55.tif,9
tenniscourt\tenniscourt29.tif,20
chaparral\chaparral21.tif,5
river\river04.tif,16
chaparral\chaparral15.tif,5
buildings\buildings83.tif,4
storagetanks\storagetanks60.tif,19
forest\forest01.tif,7
forest\forest64.tif,7
mediumresidential\mediumresidential98.tif,12
baseballdiamond\baseballdiamond22.tif,2
intersection\intersection50.tif,11
parkinglot\parkinglot84.tif,15
overpass\overpass07.tif,14
storagetanks\storagetanks05.tif,19
harbor\harbor51.tif,10
sparseresidential\sparseresidential90.tif,18
forest\forest37.tif,7
mediumresidential\mediumresidential67.tif,12
baseballdiamond\baseballdiamond26.tif,2
buildings\buildings47.tif,4
tenniscourt\tenniscourt25.tif,20
harbor\harbor18.tif,10
harbor\harbor10.tif,10
mobilehomepark\mobilehomepark93.tif,13
mobilehomepark\mobilehomepark14.tif,13
beach\beach79.tif,3
parkinglot\parkinglot81.tif,15
storagetanks\storagetanks26.tif,19
runway\runway22.tif,17
overpass\overpass92.tif,14
runway\runway59.tif,17
mobilehomepark\mobilehomepark63.tif,13
parkinglot\parkinglot18.tif,15
intersection\intersection36.tif,11
denseresidential\denseresidential48.tif,6
airplane\airplane08.tif,1
river\river20.tif,16
chaparral\chaparral91.tif,5
mediumresidential\mediumresidential88.tif,12
sparseresidential\sparseresidential85.tif,18
harbor\harbor73.tif,10
harbor\harbor55.tif,10
freeway\freeway04.tif,8
beach\beach98.tif,3
overpass\overpass03.tif,14
intersection\intersection54.tif,11
mediumresidential\mediumresidential85.tif,12
