Beach/beach_26.jpg,22
Playground/playground_206.jpg,4
Port/port_34.jpg,23
Bridge/bridge_227.jpg,5
Parking/parking_53.jpg,27
Stadium/stadium_76.jpg,12
Resort/resort_270.jpg,3
Farmland/farmland_283.jpg,11
RailwayStation/railwaystation_83.jpg,20
Desert/desert_119.jpg,25
Parking/parking_7.jpg,27
Commercial/commercial_267.jpg,14
Industrial/industrial_263.jpg,15
Center/center_76.jpg,7
StorageTanks/storagetanks_215.jpg,29
Parking/parking_199.jpg,27
Industrial/industrial_236.jpg,15
Resort/resort_102.jpg,3
Church/church_16.jpg,10
Airport/airport_14.jpg,16
Playground/playground_169.jpg,4
Commercial/commercial_156.jpg,14
Commercial/commercial_152.jpg,14
Meadow/meadow_265.jpg,26
River/river_135.jpg,2
Airport/airport_113.jpg,16
StorageTanks/storagetanks_224.jpg,29
Bridge/bridge_33.jpg,5
Mountain/mountain_97.jpg,24
Industrial/industrial_70.jpg,15
Meadow/meadow_193.jpg,26
Desert/desert_233.jpg,25
School/school_285.jpg,28
Playground/playground_1.jpg,4
SparseResidential/sparseresidential_32.jpg,17
SparseResidential/sparseresidential_299.jpg,17
Parking/parking_152.jpg,27
School/school_35.jpg,28
DenseResidential/denseresidential_119.jpg,19
Desert/desert_10.jpg,25
Bridge/bridge_319.jpg,5
BareLand/bareland_55.jpg,21
Commercial/commercial_35.jpg,14
Viaduct/viaduct_3.jpg,13
Airport/airport_99.jpg,16
School/school_124.jpg,28
Airport/airport_141.jpg,16
River/river_155.jpg,2
Stadium/stadium_242.jpg,12
Square/square_293.jpg,8
Beach/beach_371.jpg,22
Playground/playground_216.jpg,4
Meadow/meadow_139.jpg,26
Center/center_139.jpg,7
Center/center_186.jpg,7
Bridge/bridge_52.jpg,5
DenseResidential/denseresidential_276.jpg,19
DenseResidential/denseresidential_125.jpg,19
Forest/forest_202.jpg,1
Stadium/stadium_18.jpg,12
Port/port_229.jpg,23
Park/park_279.jpg,6
MediumResidential/mediumresidential_7.jpg,18
BaseballField/baseballfield_2.jpg,9
Forest/forest_103.jpg,1
Resort/resort_240.jpg,3
Playground/playground_321.jpg,4
RailwayStation/railwaystation_179.jpg,20
Viaduct/viaduct_308.jpg,13
Mountain/mountain_185.jpg,24
StorageTanks/storagetanks_98.jpg,29
Forest/forest_121.jpg,1
Beach/beach_298.jpg,22
School/school_55.jpg,28
SparseResidential/sparseresidential_107.jpg,17
SparseResidential/sparseresidential_253.jpg,17
Farmland/farmland_263.jpg,11
StorageTanks/storagetanks_153.jpg,29
Viaduct/viaduct_146.jpg,13
Square/square_314.jpg,8
MediumResidential/mediumresidential_265.jpg,18
Resort/resort_178.jpg,3
Parking/parking_257.jpg,27
Park/park_256.jpg,6
BareLand/bareland_230.jpg,21
Viaduct/viaduct_10.jpg,13
Church/church_115.jpg,10
Meadow/meadow_168.jpg,26
Bridge/bridge_1.jpg,5
BareLand/bareland_89.jpg,21
StorageTanks/storagetanks_149.jpg,29
BaseballField/baseballfield_138.jpg,9
StorageTanks/storagetanks_47.jpg,29
Viaduct/viaduct_350.jpg,13
StorageTanks/storagetanks_294.jpg,29
Port/port_369.jpg,23
Mountain/mountain_190.jpg,24
Farmland/farmland_350.jpg,11
Church/church_219.jpg,10
StorageTanks/storagetanks_41.jpg,29
Meadow/meadow_41.jpg,26
River/river_262.jpg,2
River/river_403.jpg,2
BaseballField/baseballfield_199.jpg,9
Church/church_1.jpg,10
Parking/parking_324.jpg,27
Beach/beach_221.jpg,22
Parking/parking_169.jpg,27
Commercial/commercial_272.jpg,14
Desert/desert_251.jpg,25
Meadow/meadow_183.jpg,26
Airport/airport_129.jpg,16
Commercial/commercial_79.jpg,14
BaseballField/baseballfield_159.jpg,9
RailwayStation/railwaystation_55.jpg,20
Stadium/stadium_224.jpg,12
Park/park_154.jpg,6
Church/church_54.jpg,10
School/school_119.jpg,28
Bridge/bridge_182.jpg,5
Port/port_283.jpg,23
Viaduct/viaduct_41.jpg,13
School/school_89.jpg,28
School/school_209.jpg,28
Park/park_307.jpg,6
Port/port_279.jpg,23
Bridge/bridge_327.jpg,5
Square/square_99.jpg,8
Pond/pond_210.jpg,0
Square/square_193.jpg,8
Farmland/farmland_53.jpg,11
DenseResidential/denseresidential_310.jpg,19
BareLand/bareland_247.jpg,21
Industrial/industrial_254.jpg,15
Park/park_19.jpg,6
River/river_224.jpg,2
BareLand/bareland_27.jpg,21
DenseResidential/denseresidential_200.jpg,19
StorageTanks/storagetanks_303.jpg,29
MediumResidential/mediumresidential_221.jpg,18
DenseResidential/denseresidential_145.jpg,19
Beach/beach_326.jpg,22
BareLand/bareland_84.jpg,21
SparseResidential/sparseresidential_210.jpg,17
